Customer_ID,Region,Customer_Segment,Industry,Lead_Source,Lead_Stage,Is_Won,Customer_Status,Product,Campaign,Preferred_Channel,Assigned_Sales_Rep,Signup_Date,Last_Contact_Date,Days_to_Last_Contact,Lead_Score,Interaction_Count,Website_Visits,Email_Opens,Response_Time_Hours,Customer_Satisfaction,Revenue,Has_Revenue
CUST10031,Amman,Corporate,Retail,Email Campaign,Contacted,False,Active,Analytics Add-on,No Campaign,Social Media,Samer Khalil,2024-12-08,,,79.0,8,6,6,8.7,7.6,0.0,False
CUST10032,Karak,Small Business,Healthcare,Google Ads,Qualified,False,Active,CRM Basic,Year-End Campaign,Social Media,Yara Odeh,2024-12-20,2025-04-05,106.0,82.0,3,4,3,13.8,7.7,0.0,False
CUST10033,Salt,Consumer,Technology,Website,Won,True,Inactive,Marketing Add-on,Back-to-School,Email,Dana Nasser,2025-01-25,2025-07-25,181.0,70.0,7,9,3,6.0,4.8,227.43,True
CUST10034,Salt,Consumer,Healthcare,Facebook,Qualified,False,Inactive,CRM Basic,Summer Campaign,Email,Lina Haddad,2025-03-15,2025-09-15,184.0,77.0,5,11,4,12.2,10.0,0.0,False
CUST10035,Irbid,Consumer,Healthcare,Facebook,Contacted,False,Active,CRM Basic,Referral Program,Email,Samer Khalil,2024-11-16,2025-06-30,226.0,47.0,5,12,0,20.8,7.8,0.0,False
CUST10036,Karak,Consumer,Technology,Email Campaign,New Lead,False,Active,CRM Professional,No Campaign,Social Media,Dana Nasser,2024-12-10,2025-09-01,265.0,50.0,10,5,1,11.0,8.2,0.0,False
CUST10037,Karak,Consumer,Retail,Cold Call,New Lead,False,Prospect,CRM Basic,Referral Program,Website,Lina Haddad,2024-10-08,2025-07-13,278.0,34.0,7,4,3,21.7,7.8,0.0,False
CUST10038,Madaba,Consumer,Healthcare,Facebook,Won,True,Prospect,CRM Professional,Referral Program,Phone,Ahmad Saleh,2023-05-07,,,61.0,4,7,4,6.0,7.6,284.93,True
CUST10039,Unknown,Small Business,Unknown,Referral,Qualified,False,Active,CRM Enterprise,Spring Campaign,Phone,Lina Haddad,2024-10-21,2025-04-15,176.0,40.0,4,10,3,10.3,7.1,0.0,False
CUST10040,Amman,Small Business,Healthcare,Email Campaign,Negotiation,False,Active,CRM Professional,No Campaign,Website,Yara Odeh,2024-07-19,2024-08-06,18.0,,5,6,5,7.9,9.0,467.72,True
CUST10041,Karak,Consumer,Retail,LinkedIn,Negotiation,False,Active,CRM Enterprise,Q1 Acquisition,Website,Omar Mansour,2023-08-22,2023-12-06,106.0,20.0,2,8,1,8.1,8.3,220.69,True
CUST10042,Irbid,Consumer,Construction,Website,New Lead,False,Active,CRM Professional,Referral Program,Website,Yara Odeh,2023-02-09,2023-11-07,271.0,61.0,4,6,5,11.3,8.3,0.0,False
CUST10043,Jerash,Enterprise,Manufacturing,Instagram,New Lead,False,Active,CRM Basic,Spring Campaign,Email,Samer Khalil,2024-06-01,2025-04-16,319.0,35.0,4,4,7,13.2,6.8,0.0,False
CUST10044,Irbid,Small Business,Hospitality,Trade Show,Negotiation,False,Active,Marketing Add-on,Back-to-School,WhatsApp,Dana Nasser,2025-03-04,2025-08-18,167.0,60.0,3,9,5,16.2,5.7,191.41,True
CUST10045,Salt,Corporate,Technology,Email Campaign,Negotiation,False,Prospect,Analytics Add-on,Referral Program,Social Media,Yara Odeh,2023-07-14,2023-07-27,13.0,93.0,4,5,2,15.9,5.8,1167.78,True
CUST10046,Salt,Consumer,Manufacturing,Facebook,Qualified,False,Active,CRM Basic,Referral Program,Email,Dana Nasser,2024-08-26,2025-07-29,337.0,5.0,7,9,7,14.2,,0.0,False
CUST10047,Amman,Consumer,Retail,Trade Show,New Lead,False,Active,CRM Professional,No Campaign,Phone,Omar Mansour,2023-05-12,2023-06-13,32.0,49.0,3,13,5,14.8,7.8,0.0,False
CUST10048,Madaba,Consumer,Finance,LinkedIn,New Lead,False,Prospect,CRM Enterprise,Spring Campaign,Social Media,Samer Khalil,2025-03-18,2025-04-27,40.0,73.0,9,13,4,5.8,7.8,0.0,False
CUST10049,Salt,Consumer,Hospitality,Google Ads,Contacted,False,Active,CRM Basic,Spring Campaign,Website,Samer Khalil,2025-10-25,2025-12-31,67.0,23.0,6,10,6,24.6,7.4,0.0,False
CUST10050,Karak,Corporate,Manufacturing,Cold Call,New Lead,False,Active,CRM Professional,No Campaign,Meeting,Yara Odeh,2023-06-06,2024-01-10,218.0,31.0,3,7,3,6.5,,0.0,False
CUST10051,Irbid,Small Business,Healthcare,Instagram,Contacted,False,Inactive,CRM Professional,Spring Campaign,Phone,Omar Mansour,2025-04-30,,,59.0,0,8,7,21.1,6.5,0.0,False
CUST10052,Salt,Consumer,Hospitality,Google Ads,Qualified,False,Active,CRM Basic,Year-End Campaign,Website,Samer Khalil,2023-06-02,,,29.0,4,7,3,5.2,5.0,0.0,False
CUST10053,Zarqa,Enterprise,Healthcare,LinkedIn,New Lead,False,Active,CRM Basic,No Campaign,Meeting,Omar Mansour,2025-03-09,2025-12-31,297.0,45.0,3,9,4,6.1,6.6,0.0,False
CUST10054,Amman,Consumer,Technology,Facebook,New Lead,False,Active,CRM Enterprise,No Campaign,Website,Lina Haddad,2024-03-12,2024-10-06,208.0,94.0,3,8,4,3.3,4.8,0.0,False
CUST10055,Amman,Enterprise,Healthcare,Referral,Won,True,Active,CRM Professional,Back-to-School,Website,Yara Odeh,2023-11-08,2024-05-27,201.0,87.0,8,10,9,6.5,4.6,4891.49,True
CUST10056,Irbid,Enterprise,Hospitality,Website,Proposal,False,Prospect,CRM Basic,Year-End Campaign,Social Media,Omar Mansour,2023-09-24,2024-08-21,332.0,73.0,12,11,4,7.1,8.3,359.76,True
CUST10057,Aqaba,Consumer,Education,Google Ads,Lost,False,Active,CRM Enterprise,Back-to-School,Phone,Dana Nasser,2025-07-28,2025-09-04,38.0,21.0,3,9,1,10.4,8.4,0.0,False
CUST10058,Amman,Consumer,Education,Google Ads,Qualified,False,Active,CRM Enterprise,Summer Campaign,Phone,Ahmad Saleh,2025-09-24,2025-12-31,98.0,87.0,6,11,6,5.7,8.2,0.0,False
CUST10059,Amman,Small Business,Construction,Instagram,Negotiation,False,Active,CRM Basic,Q1 Acquisition,Website,Lina Haddad,2025-10-13,2025-12-31,79.0,18.0,7,6,1,18.4,7.0,173.08,True
CUST10060,Karak,Small Business,Manufacturing,Website,Contacted,False,Prospect,Analytics Add-on,Referral Program,Email,Yara Odeh,2025-02-07,2025-10-14,249.0,49.0,5,8,6,19.3,6.0,0.0,False
CUST10061,Zarqa,Small Business,Retail,LinkedIn,Proposal,False,Active,CRM Enterprise,Q1 Acquisition,WhatsApp,Yara Odeh,2023-09-16,2024-04-30,227.0,85.0,3,8,8,1.9,7.5,481.84,True
CUST10062,Jerash,Enterprise,Construction,Trade Show,New Lead,False,Active,CRM Professional,Year-End Campaign,Meeting,Yara Odeh,2023-01-04,2023-02-21,48.0,1.0,3,11,6,6.1,8.1,0.0,False
CUST10063,Salt,Corporate,Technology,Trade Show,New Lead,False,Prospect,CRM Professional,Year-End Campaign,Email,Dana Nasser,2023-02-11,2023-03-01,18.0,1.0,10,4,4,16.2,9.6,0.0,False
CUST10064,Karak,Consumer,Finance,Website,Lost,False,Prospect,CRM Enterprise,Summer Campaign,Social Media,Lina Haddad,2024-09-01,2025-06-23,295.0,15.0,4,8,0,13.9,7.5,0.0,False
CUST10065,Karak,Consumer,Construction,Unknown,Proposal,False,Active,CRM Basic,Q1 Acquisition,Meeting,Dana Nasser,2023-04-10,2023-10-23,196.0,94.0,1,7,3,2.1,6.5,12.8,True
CUST10066,Irbid,Small Business,Manufacturing,Email Campaign,Lost,False,Active,CRM Professional,Referral Program,WhatsApp,Samer Khalil,2025-09-28,2025-12-31,94.0,32.0,5,4,4,2.1,6.0,0.0,False
CUST10067,Jerash,Consumer,Retail,Cold Call,Contacted,False,Active,CRM Enterprise,Back-to-School,Email,Omar Mansour,2025-09-12,2025-12-31,110.0,68.0,4,12,2,7.4,8.3,0.0,False
CUST10068,Madaba,Corporate,Technology,Cold Call,Contacted,False,Active,CRM Professional,Referral Program,Meeting,Dana Nasser,2025-10-11,2025-12-31,81.0,,5,9,3,5.0,7.1,0.0,False
CUST10069,Karak,Consumer,Hospitality,Google Ads,Qualified,False,Inactive,CRM Enterprise,Q1 Acquisition,Phone,Dana Nasser,2023-07-26,2024-06-08,318.0,27.0,6,6,10,15.9,5.8,0.0,False
CUST10070,Amman,Consumer,Technology,Google Ads,Negotiation,False,Active,CRM Professional,Q1 Acquisition,Email,Samer Khalil,2024-02-28,2025-01-30,337.0,65.0,5,7,6,25.3,10.0,50.96,True
CUST10071,Aqaba,Consumer,Hospitality,Facebook,Proposal,False,Active,CRM Basic,Spring Campaign,Website,Ahmad Saleh,2025-02-15,2025-10-02,229.0,62.0,5,6,3,20.6,4.7,10.85,True
CUST10072,Zarqa,Corporate,Manufacturing,LinkedIn,Lost,False,Active,CRM Professional,Q1 Acquisition,Social Media,Ahmad Saleh,2024-11-28,2025-02-13,77.0,55.0,5,9,2,5.8,6.7,0.0,False
CUST10073,Irbid,Consumer,Retail,LinkedIn,New Lead,False,Prospect,CRM Professional,Spring Campaign,Email,Omar Mansour,2024-01-30,2024-08-05,188.0,45.0,7,5,4,16.9,8.6,0.0,False
CUST10074,Zarqa,Corporate,Construction,Google Ads,Negotiation,False,Active,Analytics Add-on,Year-End Campaign,Meeting,Samer Khalil,2024-02-26,2025-02-06,346.0,72.0,7,9,8,9.3,9.0,532.38,True
CUST10075,Salt,Small Business,Retail,Instagram,Contacted,False,Active,CRM Enterprise,Q1 Acquisition,Email,Lina Haddad,2025-11-01,2025-12-31,60.0,73.0,8,4,4,0.6,9.0,0.0,False
CUST10076,Karak,Corporate,Healthcare,Instagram,Contacted,False,Prospect,CRM Professional,Q1 Acquisition,Meeting,Dana Nasser,2024-11-25,2025-02-28,95.0,73.0,3,10,2,3.5,7.4,0.0,False
CUST10077,Jerash,Small Business,Finance,Facebook,Qualified,False,Active,Marketing Add-on,Q1 Acquisition,WhatsApp,Omar Mansour,2024-09-29,2025-08-05,310.0,31.0,7,4,4,11.5,7.2,0.0,False
CUST10078,Karak,Consumer,Education,Website,Qualified,False,Active,CRM Basic,Referral Program,Website,Ahmad Saleh,2023-02-08,2023-06-20,132.0,51.0,3,7,4,22.1,7.2,0.0,False
CUST10079,Salt,Corporate,Healthcare,Google Ads,New Lead,False,Active,CRM Basic,Back-to-School,WhatsApp,Lina Haddad,2024-11-10,2024-12-19,39.0,41.0,4,8,4,25.2,6.5,0.0,False
CUST10080,Salt,Consumer,Technology,Trade Show,Contacted,False,Active,CRM Professional,Summer Campaign,Social Media,Yara Odeh,2025-11-27,2025-12-31,34.0,52.0,7,7,4,12.1,6.3,0.0,False
CUST10081,Karak,Consumer,Finance,Trade Show,Qualified,False,Active,CRM Basic,Year-End Campaign,Social Media,Samer Khalil,2024-02-24,2024-12-01,281.0,71.0,8,7,2,5.1,4.6,0.0,False
CUST10082,Amman,Consumer,Finance,Unknown,Qualified,False,Active,CRM Enterprise,Year-End Campaign,Meeting,Yara Odeh,2025-03-18,2025-12-31,288.0,67.0,7,11,6,5.4,5.0,0.0,False
CUST10083,Madaba,Corporate,Retail,Referral,Contacted,False,Active,CRM Basic,Q1 Acquisition,Website,Dana Nasser,2024-10-08,2025-03-17,160.0,62.0,6,3,3,11.5,6.0,0.0,False
CUST10084,Unknown,Enterprise,Finance,Website,New Lead,False,Active,CRM Basic,No Campaign,WhatsApp,Yara Odeh,2024-10-22,2025-04-27,187.0,54.0,9,12,4,4.4,9.4,0.0,False
CUST10085,Aqaba,Small Business,Manufacturing,Trade Show,New Lead,False,Active,CRM Professional,Summer Campaign,Website,Yara Odeh,2024-07-22,2025-01-29,191.0,34.0,7,5,9,21.2,6.3,0.0,False
CUST10086,Aqaba,Small Business,Finance,Email Campaign,Lost,False,Active,CRM Enterprise,Summer Campaign,WhatsApp,Dana Nasser,2025-03-02,2025-06-30,120.0,38.0,4,8,4,13.7,8.9,0.0,False
CUST10087,Irbid,Corporate,Technology,Cold Call,Lost,False,Active,Analytics Add-on,Referral Program,Meeting,Ahmad Saleh,2025-01-16,2025-08-24,220.0,73.0,4,8,4,8.2,8.8,0.0,False
CUST10088,Unknown,Consumer,Manufacturing,Google Ads,Qualified,False,Active,Analytics Add-on,Spring Campaign,Meeting,Yara Odeh,2025-11-07,2025-12-30,53.0,50.0,9,10,5,6.1,6.9,0.0,False
CUST10089,Salt,Enterprise,Manufacturing,Referral,Lost,False,Prospect,CRM Basic,Q1 Acquisition,Meeting,Ahmad Saleh,2024-03-24,2024-11-01,222.0,60.0,6,11,2,10.4,10.0,0.0,False
CUST10090,Irbid,Consumer,Healthcare,Email Campaign,Negotiation,False,Active,CRM Professional,No Campaign,Phone,Omar Mansour,2024-08-22,2024-12-31,131.0,58.0,3,7,4,12.0,7.7,106.51,True
CUST10091,Jerash,Enterprise,Finance,Cold Call,New Lead,False,Active,CRM Basic,Back-to-School,Website,Yara Odeh,2025-02-16,2025-10-11,237.0,47.0,6,8,5,9.4,6.5,0.0,False
CUST10092,Madaba,Corporate,Retail,Cold Call,New Lead,False,Inactive,CRM Professional,Summer Campaign,Social Media,Yara Odeh,2025-06-20,2025-12-31,194.0,48.0,5,14,4,0.5,6.4,0.0,False
CUST10093,Jerash,Corporate,Hospitality,Facebook,Won,True,Active,Analytics Add-on,No Campaign,WhatsApp,Dana Nasser,2025-05-02,2025-12-14,226.0,93.0,6,10,0,14.7,9.2,1757.29,True
CUST10094,Amman,Small Business,Healthcare,Website,Proposal,False,Inactive,CRM Professional,Q1 Acquisition,Phone,Dana Nasser,2025-09-15,2025-12-31,107.0,99.0,1,13,1,16.7,4.8,80.58,True
CUST10095,Irbid,Consumer,Retail,Google Ads,Won,True,Inactive,CRM Basic,Spring Campaign,Social Media,Yara Odeh,2024-07-11,2024-10-15,96.0,60.0,7,12,3,10.2,6.0,97.62,True
CUST10096,Madaba,Small Business,Finance,Referral,Won,True,Inactive,CRM Professional,Q1 Acquisition,WhatsApp,Yara Odeh,2024-08-31,2025-03-19,200.0,83.0,6,7,5,31.3,5.6,821.52,True
CUST10097,Irbid,Consumer,Healthcare,Facebook,Qualified,False,Inactive,CRM Basic,Referral Program,Phone,Dana Nasser,2023-10-02,2024-06-05,247.0,73.0,7,9,2,7.2,8.0,0.0,False
CUST10098,Karak,Small Business,Finance,Instagram,New Lead,False,Active,CRM Professional,Summer Campaign,Social Media,Dana Nasser,2024-11-30,2025-02-10,72.0,53.0,6,5,2,2.5,9.1,0.0,False
CUST10099,Madaba,Small Business,Technology,Email Campaign,Contacted,False,Inactive,CRM Professional,Referral Program,Social Media,Lina Haddad,2023-05-28,2024-04-10,318.0,44.0,2,9,3,8.6,5.7,0.0,False
CUST10100,Zarqa,Corporate,Healthcare,Email Campaign,New Lead,False,Active,CRM Professional,Q1 Acquisition,Phone,Samer Khalil,2024-07-17,2025-01-18,185.0,48.0,7,5,3,5.1,10.0,0.0,False
CUST10101,Karak,Small Business,Retail,Google Ads,Contacted,False,Active,Marketing Add-on,Year-End Campaign,Social Media,Lina Haddad,2025-08-20,2025-08-26,6.0,50.0,6,6,6,2.8,8.8,0.0,False
CUST10102,Irbid,Consumer,Technology,Referral,Qualified,False,Prospect,CRM Professional,Summer Campaign,WhatsApp,Yara Odeh,2024-05-24,2024-12-16,206.0,75.0,4,8,9,8.2,5.5,0.0,False
CUST10103,Aqaba,Consumer,Education,Referral,New Lead,False,Active,Analytics Add-on,Spring Campaign,WhatsApp,Samer Khalil,2024-03-19,2024-04-20,32.0,38.0,4,9,6,17.2,5.7,0.0,False
CUST10104,Irbid,Small Business,Retail,Cold Call,Contacted,False,Prospect,Analytics Add-on,No Campaign,Social Media,Lina Haddad,2025-11-23,2025-12-31,38.0,49.0,4,7,4,7.9,7.0,0.0,False
CUST10105,Karak,Consumer,Hospitality,Unknown,Qualified,False,Active,CRM Enterprise,Unknown,Email,Omar Mansour,2024-08-29,2025-05-12,256.0,65.0,3,3,5,1.8,9.3,0.0,False
CUST10106,Madaba,Consumer,Construction,Trade Show,Qualified,False,Active,CRM Professional,Year-End Campaign,Meeting,Samer Khalil,2024-07-27,2025-01-30,187.0,50.0,2,4,4,5.0,6.6,0.0,False
CUST10107,Irbid,Corporate,Finance,Email Campaign,Qualified,False,Active,CRM Basic,Q1 Acquisition,Phone,Dana Nasser,2025-09-23,2025-12-08,76.0,45.0,3,9,0,12.7,7.5,0.0,False
CUST10108,Madaba,Small Business,Retail,Cold Call,Qualified,False,Inactive,CRM Enterprise,Referral Program,Email,Samer Khalil,2025-01-01,2025-06-27,177.0,33.0,7,4,6,11.5,6.4,0.0,False
CUST10109,Salt,Small Business,Education,Google Ads,Proposal,False,Active,CRM Professional,Spring Campaign,WhatsApp,Dana Nasser,2024-03-08,2025-01-17,315.0,64.0,5,16,5,23.0,8.7,180.13,True
CUST10110,Amman,Consumer,Retail,Referral,Lost,False,Active,CRM Basic,Referral Program,Social Media,Omar Mansour,2025-08-20,2025-12-31,133.0,30.0,4,12,4,5.4,7.1,0.0,False
CUST10111,Irbid,Corporate,Technology,LinkedIn,New Lead,False,Active,CRM Professional,Referral Program,Website,Yara Odeh,2023-11-09,2024-10-23,349.0,34.0,4,7,3,5.2,4.7,0.0,False
CUST10112,Amman,Consumer,Manufacturing,Unknown,New Lead,False,Inactive,CRM Enterprise,Q1 Acquisition,Website,Samer Khalil,2024-08-17,2025-04-29,255.0,65.0,5,10,3,4.3,9.9,0.0,False
CUST10113,Amman,Corporate,Construction,Trade Show,Won,True,Active,Marketing Add-on,Summer Campaign,Meeting,Ahmad Saleh,2025-07-03,2025-12-31,181.0,75.0,3,8,6,19.9,7.5,1147.33,True
CUST10114,Madaba,Consumer,Retail,Website,Qualified,False,Prospect,CRM Professional,Referral Program,Email,Dana Nasser,2023-03-24,2023-09-30,190.0,85.0,2,13,1,13.1,9.1,0.0,False
CUST10115,Amman,Corporate,Healthcare,Instagram,Won,True,Active,CRM Professional,Spring Campaign,Email,Samer Khalil,2023-02-22,2023-12-27,308.0,88.0,7,9,3,2.6,7.8,4419.5,True
CUST10116,Irbid,Small Business,Hospitality,LinkedIn,Contacted,False,Active,Analytics Add-on,No Campaign,Email,Lina Haddad,2024-09-17,2025-08-28,345.0,44.0,5,8,2,3.3,,0.0,False
CUST10117,Zarqa,Consumer,Education,Cold Call,Won,True,Active,CRM Professional,Unknown,WhatsApp,Samer Khalil,2024-09-22,2025-01-27,127.0,60.0,4,8,8,0.7,5.7,204.54,True
CUST10118,Aqaba,Small Business,Retail,Email Campaign,Lost,False,Prospect,CRM Basic,Summer Campaign,Meeting,Dana Nasser,2024-04-25,2025-02-06,287.0,43.0,2,9,4,3.3,8.5,0.0,False
CUST10119,Irbid,Small Business,Education,Website,Proposal,False,Active,CRM Professional,Q1 Acquisition,Meeting,Ahmad Saleh,2024-06-23,2025-03-04,254.0,59.0,4,11,6,2.9,5.0,357.18,True
CUST10120,Salt,Consumer,Manufacturing,LinkedIn,New Lead,False,Active,Marketing Add-on,Q1 Acquisition,WhatsApp,Ahmad Saleh,2024-09-16,2025-04-17,213.0,64.0,7,9,4,7.6,5.3,0.0,False
CUST10121,Aqaba,Corporate,Technology,Email Campaign,Won,True,Inactive,CRM Basic,Spring Campaign,Meeting,Lina Haddad,2024-08-30,2025-05-07,250.0,100.0,5,7,4,1.8,8.7,661.7,True
CUST10122,Jerash,Consumer,Healthcare,Instagram,Won,True,Active,CRM Professional,Q1 Acquisition,Social Media,Omar Mansour,2023-06-22,2023-09-14,84.0,100.0,6,5,5,13.4,9.0,247.38,True
CUST10123,Madaba,Enterprise,Finance,Facebook,Negotiation,False,Inactive,CRM Professional,Spring Campaign,WhatsApp,Ahmad Saleh,2024-01-30,2024-02-12,13.0,58.0,7,10,6,12.8,7.8,1367.53,True
CUST10124,Salt,Corporate,Retail,Facebook,New Lead,False,Active,Analytics Add-on,Unknown,Social Media,Yara Odeh,2023-05-28,2023-07-12,45.0,41.0,6,5,3,10.9,7.8,0.0,False
CUST10125,Amman,Consumer,Technology,LinkedIn,Won,True,Active,Marketing Add-on,Summer Campaign,Social Media,Omar Mansour,2023-09-14,2024-01-19,127.0,75.0,8,10,4,13.9,8.5,129.12,True
CUST10126,Amman,Corporate,Construction,Website,New Lead,False,Active,CRM Professional,Spring Campaign,Email,Dana Nasser,2024-06-20,2024-10-12,114.0,28.0,8,8,4,6.3,9.9,0.0,False
CUST10127,Aqaba,Consumer,Education,Facebook,Contacted,False,Active,Marketing Add-on,Q1 Acquisition,Website,Samer Khalil,2023-05-29,,,48.0,8,6,2,13.9,9.2,0.0,False
